Date,Close
2025-08-04,29881.09
2025-08-04,29881.67
2025-08-04,29892.93
2025-08-04,29885.25
2025-08-04,29885.04
2025-08-04,29890.32
2025-08-04,29892.16
2025-08-04,29880.83
2025-08-04,29855.7
2025-08-04,29932.84
2025-08-04,29863.22
2025-08-04,29887.51
2025-08-04,29855.49
2025-08-04,29862.91
2025-08-04,29868.35
2025-08-04,29856.18
2025-08-04,29856.9
2025-08-04,29861.26
2025-08-04,29871.36
2025-08-04,29858.68
2025-08-04,29865.37
2025-08-04,29857.36
2025-08-04,29851.95
2025-08-04,29862.97
2025-08-04,29890.07
2025-08-04,29883.79
2025-08-04,29857.02
2025-08-04,29879.38
2025-08-04,29885.18
2025-08-04,29895.94
2025-08-04,29921.97
2025-08-04,29921.62
2025-08-04,29916.65
2025-08-04,29936.38
2025-08-04,29945.21
2025-08-04,29947.47
2025-08-04,29948.69
2025-08-04,29927.13
2025-08-04,29891.44
2025-08-04,29929.1
2025-08-04,29946.56
2025-08-04,29944.4
2025-08-04,29960.47
2025-08-04,29943.2
2025-08-04,29925.89
2025-08-04,29944.44
2025-08-04,29936.5
2025-08-04,29887.44
2025-08-04,29892.45
2025-08-04,29884.4
2025-08-04,29873.44
2025-08-04,29892.56
2025-08-04,29885.53
2025-08-04,29888.48
2025-08-04,29891.57
2025-08-04,29908.09
2025-08-04,29916.6
2025-08-04,29934.61
2025-08-04,29889.65
2025-08-05,30248.81
2025-08-05,30233.96
2025-08-05,30232.35
2025-08-05,30230.26
2025-08-05,30231.35
2025-08-05,30226.48
2025-08-05,30211.83
2025-08-05,30211.27
2025-08-05,30198.19
2025-08-05,30210.79
2025-08-05,30222.76
2025-08-05,30256.31
2025-08-05,30216.58
2025-08-05,30250.2
2025-08-05,30206.95
2025-08-05,30247.21
2025-08-05,30251.58
2025-08-05,30242.91
2025-08-05,30242.09
2025-08-05,30216.72
2025-08-05,30220.78
2025-08-05,30210.43
2025-08-05,30216.07
2025-08-05,30197.47
2025-08-05,30192.9
2025-08-05,30200.74
2025-08-05,30196.3
2025-08-05,30201.79
2025-08-05,30249.68
2025-08-05,30219.53
2025-08-05,30201.56
2025-08-05,30212.8
2025-08-05,30199.9
2025-08-05,30207.89
2025-08-05,30218.73
2025-08-05,30231.17
2025-08-05,30227.88
2025-08-05,30232.26
2025-08-05,30238.17
2025-08-05,30239.11
2025-08-05,30244.64
2025-08-05,30248.36
2025-08-05,30256.19
2025-08-05,30253.27
2025-08-05,30237.2
2025-08-05,30237.46
2025-08-05,30234.38
2025-08-05,30240.2
2025-08-05,30239.08
2025-08-05,30228.01
2025-08-05,30236.94
2025-08-05,30230.91
2025-08-05,30233.58
2025-08-05,30237.42
2025-08-05,30235.44
2025-08-05,30231.2
2025-08-05,30239.5
2025-08-05,30244.89
2025-08-05,30264.08
2025-08-05,30245.08
2025-08-05,30214.76
2025-08-05,30228.01
2025-08-05,30199.93
2025-08-05,30174.73
2025-08-05,30228.57
2025-08-05,30179.49
2025-08-05,30185.38
2025-08-05,30186.3
2025-08-05,30159.7
2025-08-05,30154.35
2025-08-05,30152.95
2025-08-05,30141.84
2025-08-05,30149.86
2025-08-05,30143.38
2025-08-05,30132.67
2025-08-05,30149.93
2025-08-05,30158.42
2025-08-05,30134.5
2025-08-05,30174.66
2025-08-05,30123.62
2025-08-05,30115.76
2025-08-05,30111.52
2025-08-05,30120.78
2025-08-05,30127.1
2025-08-05,30125.54
2025-08-05,30123.54
2025-08-05,30123.75
2025-08-05,30113.25
2025-08-05,30113.25
2025-08-05,30113.25
2025-08-05,30113.25
2025-08-05,30113.25
2025-08-05,30141.03
2025-08-05,30108.27
2025-08-05,30202.76
2025-08-05,30187.17
2025-08-05,30195.27
2025-08-05,30234.02
2025-08-05,30238.21
2025-08-05,30242.9
2025-08-05,30228.73
2025-08-05,30212.67
2025-08-05,30225.93
2025-08-05,30232.46
2025-08-05,30225.17
2025-08-05,30223.94
2025-08-05,30211.06
2025-08-05,30216.72
2025-08-05,30212.9
2025-08-05,30211.43
2025-08-05,30182.94
2025-08-05,30196.49
2025-08-05,30187.41
2025-08-05,30197.41
2025-08-05,30175.02
2025-08-05,30171.53
2025-08-05,30167.15
2025-08-05,30165.71
2025-08-05,30158.23
2025-08-05,30156.94
2025-08-05,30163.5
2025-08-05,30175.98
2025-08-05,30178.69
2025-08-05,30182.61
2025-08-05,30173.8
2025-08-05,30203.95
2025-08-05,30209.34
2025-08-05,30166.95
2025-08-05,30201.22
2025-08-05,30089.32
2025-08-05,30104.8
2025-08-05,30121.4
2025-08-05,30114.15
2025-08-05,30118.64
2025-08-05,30144.96
2025-08-05,30150.56
2025-08-05,30151.86
2025-08-05,30162.31
2025-08-05,30162.45
2025-08-05,30153.79
2025-08-05,30153.75
2025-08-05,30164.76
2025-08-05,30114.58
2025-08-05,30168.1
2025-08-05,30158.05
2025-08-05,30160.5
2025-08-05,30156.39
2025-08-05,30154.19
2025-08-05,30170.91
2025-08-05,30162.22
2025-08-05,30155.91
2025-08-05,30159.0
2025-08-05,30168.91
2025-08-05,30178.45
2025-08-05,30179.94
2025-08-05,30165.44
2025-08-05,30172.47
2025-08-05,30166.44
2025-08-05,30128.49
2025-08-05,30113.61
2025-08-05,30095.36
2025-08-05,30207.22
2025-08-05,30155.56
2025-08-05,30148.5
2025-08-05,30124.11
2025-08-05,30096.69
2025-08-05,30102.2
2025-08-05,30131.43
2025-08-05,30131.45
2025-08-05,30141.71
2025-08-05,30132.12
2025-08-05,30116.84
2025-08-05,30105.55
2025-08-05,30089.24
2025-08-05,30092.43
2025-08-05,30111.0
2025-08-05,30135.67
2025-08-05,30117.85
2025-08-05,30089.31
2025-08-05,30090.29
2025-08-05,30096.81
2025-08-05,30097.39
2025-08-05,30096.12
2025-08-05,30090.41
2025-08-05,30076.05
2025-08-05,30072.59
2025-08-05,30062.54
2025-08-05,30069.76
2025-08-05,30068.88
2025-08-05,30078.33
2025-08-05,30169.34
2025-08-05,30165.42
2025-08-05,30127.43
2025-08-05,30162.89
2025-08-05,30183.19
2025-08-05,30174.39
2025-08-05,30181.76
2025-08-05,30177.59
2025-08-05,30176.13
2025-08-05,30175.49
2025-08-05,30166.62
2025-08-05,30172.79
2025-08-05,30171.27
2025-08-05,30162.97
2025-08-05,30164.49
2025-08-05,30165.51
2025-08-05,30158.3
2025-08-05,30175.64
2025-08-05,30158.57
2025-08-05,30164.12
2025-08-05,30166.7
2025-08-05,30180.85
2025-08-05,30184.16
2025-08-05,30188.53
2025-08-05,30205.03
2025-08-05,30209.76
2025-08-05,30200.2
2025-08-05,30190.69
2025-08-05,30188.31
2025-08-05,30191.11
2025-08-05,30188.82
2025-08-05,30198.62
2025-08-05,30160.7
2025-08-05,30181.62
2025-08-05,30204.84
2025-08-05,30169.58
2025-08-05,30155.26
2025-08-05,30154.44
2025-08-05,30140.15
2025-08-05,30151.97
2025-08-05,30150.19
2025-08-05,30154.09
2025-08-05,30171.43
2025-08-05,30173.87
2025-08-05,30166.8
2025-08-05,30167.46
2025-08-05,30177.82
2025-08-05,30179.85
2025-08-05,30187.75
2025-08-05,30189.83
2025-08-05,30172.01
2025-08-05,30170.37
2025-08-05,30178.78
2025-08-05,30172.99
2025-08-05,30167.66
2025-08-05,30167.13
2025-08-05,30174.77
2025-08-05,30163.95
2025-08-05,30170.0
2025-08-05,30168.23
2025-08-05,30166.34
2025-08-05,30168.45
2025-08-05,30171.12
2025-08-05,30169.73
2025-08-05,30165.24
2025-08-06,29867.57
2025-08-06,29868.27
2025-08-06,29848.82
2025-08-06,29861.05
2025-08-06,29866.51
2025-08-06,29875.23
2025-08-06,29882.26
2025-08-06,29872.04
2025-08-06,29860.32
2025-08-06,29858.6
2025-08-06,29874.37
2025-08-06,29877.0
2025-08-06,29866.4
2025-08-06,29913.71
2025-08-06,29864.3
2025-08-06,29868.93
2025-08-06,29862.49
2025-08-06,29873.81
2025-08-06,29878.12
2025-08-06,29882.52
2025-08-06,29887.46
2025-08-06,29882.78
2025-08-06,29885.3
2025-08-06,29919.73
2025-08-06,29926.17
2025-08-06,29939.47
2025-08-06,29922.89
2025-08-06,29874.42
2025-08-06,29866.32
2025-08-06,29891.02
2025-08-06,29909.34
2025-08-06,29873.93
2025-08-06,29907.32
2025-08-06,29891.51
2025-08-06,29901.36
2025-08-06,29910.44
2025-08-06,29912.9
2025-08-06,29906.97
2025-08-06,29902.57
2025-08-06,29902.32
2025-08-06,29911.19
2025-08-06,29900.81
2025-08-06,29898.35
2025-08-06,29914.34
2025-08-06,29911.16
2025-08-06,29885.83
2025-08-06,29914.15
2025-08-06,29912.32
2025-08-06,29917.8
2025-08-06,29921.16
2025-08-06,29917.3
2025-08-06,29919.06
2025-08-06,29886.26
2025-08-06,29887.56
2025-08-06,29876.01
2025-08-06,29864.53
2025-08-06,29864.7
2025-08-06,29866.69
2025-08-06,29871.21
2025-08-06,29869.68
2025-08-06,29921.97
2025-08-06,29879.57
2025-08-06,29828.6
2025-08-06,29885.96
2025-08-06,29861.39
2025-08-06,29855.72
2025-08-06,29848.57
2025-08-06,29844.66
2025-08-06,29850.5
2025-08-06,29856.84
2025-08-06,29848.38
2025-08-06,29829.53
2025-08-06,29826.03
2025-08-06,29835.08
2025-08-06,29814.15
2025-08-06,29800.58
2025-08-06,29798.98
2025-08-06,29856.35
2025-08-06,29811.6
2025-08-06,29788.63
2025-08-06,29804.61
2025-08-06,29788.93
2025-08-06,29805.88
2025-08-06,29826.63
2025-08-06,29828.22
2025-08-06,29827.27
2025-08-06,29827.0
2025-08-06,29827.0
2025-08-06,29827.0
2025-08-06,29827.0
2025-08-06,29827.0
2025-08-06,29879.22
2025-08-06,29799.14
2025-08-06,29841.95
2025-08-06,29831.5
2025-08-06,29828.83
2025-08-06,29922.41
2025-08-06,29921.02
2025-08-06,29890.28
2025-08-06,29871.64
2025-08-06,29863.58
2025-08-06,29884.99
2025-08-06,29889.12
2025-08-06,29881.66
2025-08-06,29877.87
2025-08-06,29889.89
2025-08-06,29864.26
2025-08-06,29866.79
2025-08-06,29886.03
2025-08-06,29841.88
2025-08-06,29830.08
2025-08-06,29839.06
2025-08-06,29840.94
2025-08-06,29874.37
2025-08-06,29888.31
2025-08-06,29913.97
2025-08-06,29898.47
2025-08-06,29871.94
2025-08-06,29879.77
2025-08-06,29870.59
2025-08-06,29874.69
2025-08-06,29877.86
2025-08-06,29839.41
2025-08-06,29827.56
2025-08-06,29902.98
2025-08-06,29882.86
2025-08-06,29901.52
2025-08-06,29962.4
2025-08-06,29915.33
2025-08-06,30136.84
2025-08-06,30101.8
2025-08-06,30099.77
2025-08-06,30096.92
2025-08-06,30086.22
2025-08-06,30059.37
2025-08-06,30063.05
2025-08-06,30063.23
2025-08-06,30066.39
2025-08-06,30057.8
2025-08-06,30053.02
2025-08-06,30055.26
2025-08-06,30051.24
2025-08-06,30148.84
2025-08-06,30039.21
2025-08-06,30035.95
2025-08-06,30015.28
2025-08-06,30000.41
2025-08-06,30005.12
2025-08-06,30009.17
2025-08-06,30003.18
2025-08-06,29999.99
2025-08-06,29983.52
2025-08-06,29974.36
2025-08-06,29970.01
2025-08-06,29968.59
2025-08-06,29968.12
2025-08-06,29962.22
2025-08-06,30035.94
2025-08-06,29965.19
2025-08-06,30167.52
2025-08-06,30174.27
2025-08-06,30127.3
2025-08-06,30099.86
2025-08-06,30100.24
2025-08-06,30105.51
2025-08-06,30122.87
2025-08-06,30124.7
2025-08-06,30123.11
2025-08-06,30126.3
2025-08-06,30117.77
2025-08-06,30126.19
2025-08-06,30118.85
2025-08-06,30114.88
2025-08-06,30125.67
2025-08-06,30163.91
2025-08-06,30136.49
2025-08-06,30140.07
2025-08-06,30136.65
2025-08-06,30135.07
2025-08-06,30156.71
2025-08-06,30159.8
2025-08-06,30179.48
2025-08-06,30185.9
2025-08-06,30183.44
2025-08-06,30185.88
2025-08-06,30194.13
2025-08-06,30191.91
2025-08-06,30185.46
2025-08-06,30181.56
2025-08-06,30135.41
2025-08-06,29971.63
2025-08-06,30119.56
2025-08-06,29945.82
2025-08-06,29931.72
2025-08-06,29926.47
2025-08-06,29921.06
2025-08-06,29917.03
2025-08-06,29919.69
2025-08-06,29949.32
2025-08-06,29942.14
2025-08-06,29940.6
2025-08-06,29923.47
2025-08-06,29904.06
2025-08-06,29914.13
2025-08-06,29909.95
2025-08-06,29906.13
2025-08-06,29931.07
2025-08-06,29899.03
2025-08-06,29883.73
2025-08-06,29889.38
2025-08-06,29874.14
2025-08-06,29895.56
2025-08-06,29882.9
2025-08-06,29876.52
2025-08-06,29892.47
2025-08-06,29894.68
2025-08-06,29884.8
2025-08-06,29889.76
2025-08-06,29897.51
2025-08-06,29906.18
2025-08-06,29904.49
2025-08-06,29889.66
2025-08-06,29937.12
2025-08-06,29910.35
2025-08-06,29925.87
2025-08-06,29929.97
2025-08-06,29933.55
2025-08-06,29934.0
2025-08-06,29935.75
2025-08-06,29912.0
2025-08-06,29907.23
2025-08-06,29921.66
2025-08-06,29926.34
2025-08-06,29910.12
2025-08-06,29914.37
2025-08-06,29915.88
2025-08-06,29906.5
2025-08-06,29916.38
2025-08-06,29883.3
2025-08-06,29945.73
2025-08-06,29887.93
2025-08-06,29919.53
2025-08-06,29917.86
2025-08-06,29904.18
2025-08-06,29916.24
2025-08-06,29887.85
2025-08-06,29929.28
2025-08-06,29916.43
2025-08-06,29930.18
2025-08-06,29917.41
2025-08-06,29899.52
2025-08-06,29910.08
2025-08-06,29890.88
2025-08-06,29891.87
2025-08-06,29928.43
2025-08-07,30156.85
2025-08-07,30152.0
2025-08-07,30140.09
2025-08-07,30136.47
2025-08-07,30139.28
2025-08-07,30115.41
2025-08-07,30145.66
2025-08-07,30146.49
2025-08-07,30142.7
2025-08-07,30143.96
2025-08-07,30119.05
2025-08-07,30128.19
2025-08-07,30186.35
2025-08-07,30195.71
2025-08-07,30196.15
2025-08-07,30184.73
2025-08-07,30191.42
2025-08-07,30190.43
2025-08-07,30183.1
2025-08-07,30192.35
2025-08-07,30185.93
2025-08-07,30177.68
2025-08-07,30167.82
2025-08-07,30139.49
2025-08-07,30144.03
2025-08-07,30150.96
2025-08-07,30132.86
2025-08-07,30193.98
2025-08-07,30138.49
2025-08-07,30162.37
2025-08-07,30158.37
2025-08-07,30103.67
2025-08-07,30116.44
2025-08-07,30118.06
2025-08-07,30121.71
2025-08-07,30129.24
2025-08-07,30136.57
2025-08-07,30119.44
2025-08-07,30133.3
2025-08-07,30133.44
2025-08-07,30147.38
2025-08-07,30166.32
2025-08-07,30158.59
2025-08-07,30172.74
2025-08-07,30162.7
2025-08-07,30155.9
2025-08-07,30169.38
2025-08-07,30149.93
2025-08-07,30167.85
2025-08-07,30157.69
2025-08-07,30159.33
2025-08-07,30149.73
2025-08-07,30141.14
2025-08-07,30117.49
2025-08-07,30136.18
2025-08-07,30125.86
2025-08-07,30139.75
2025-08-07,30135.62
2025-08-07,30149.76
2025-08-07,30145.8
2025-08-07,30137.96
2025-08-07,30156.31
2025-08-07,30178.23
2025-08-07,30160.6
2025-08-07,30167.94
2025-08-07,30164.46
2025-08-07,30165.66
2025-08-07,30162.87
2025-08-07,30181.91
2025-08-07,30129.59
2025-08-07,30152.28
2025-08-07,30147.29
2025-08-07,30147.25
2025-08-07,30144.35
2025-08-07,30137.37
2025-08-07,30128.23
2025-08-07,30133.31
2025-08-07,30154.62
2025-08-07,30106.95
2025-08-07,30128.7
2025-08-07,30136.97
2025-08-07,30150.32
2025-08-07,30145.68
2025-08-07,30147.88
2025-08-07,30159.67
2025-08-07,30135.91
2025-08-07,30135.91
2025-08-07,30135.91
2025-08-07,30135.91
2025-08-07,30135.91
2025-08-07,30135.91
2025-08-07,30095.61
2025-08-07,30128.03
2025-08-07,30152.2
2025-08-07,30134.18
2025-08-07,30125.63
2025-08-07,30160.92
2025-08-07,30179.63
2025-08-07,30182.49
2025-08-07,30208.45
2025-08-07,30215.09
2025-08-07,30240.62
2025-08-07,30196.54
2025-08-07,30186.39
2025-08-07,30195.83
2025-08-07,30187.14
2025-08-07,30184.67
2025-08-07,30188.61
2025-08-07,30185.73
2025-08-07,30178.48
2025-08-07,30183.49
2025-08-07,30149.38
2025-08-07,30128.02
2025-08-07,30115.35
2025-08-07,30126.05
2025-08-07,30117.11
2025-08-07,30098.01
2025-08-07,30112.55
2025-08-07,30116.1
2025-08-07,30123.06
2025-08-07,30115.23
2025-08-07,30132.76
2025-08-07,30112.52
2025-08-07,30108.25
2025-08-07,30118.81
2025-08-07,30153.97
2025-08-07,30126.94
2025-08-07,30094.52
2025-08-07,30081.37
2025-08-07,30017.13
2025-08-07,30012.91
2025-08-07,30010.33
2025-08-07,29996.97
2025-08-07,29993.05
2025-08-07,30000.94
2025-08-07,30028.22
2025-08-07,30025.9
2025-08-07,30030.33
2025-08-07,30027.08
2025-08-07,30049.96
2025-08-07,30083.69
2025-08-07,30088.31
2025-08-07,30015.06
2025-08-07,30111.09
2025-08-07,30094.21
2025-08-07,30086.48
2025-08-07,30071.58
2025-08-07,30075.77
2025-08-07,30097.58
2025-08-07,30083.39
2025-08-07,30092.51
2025-08-07,30113.22
2025-08-07,30100.63
2025-08-07,30112.84
2025-08-07,30109.24
2025-08-07,30117.81
2025-08-07,30120.83
2025-08-07,30109.15
2025-08-07,30131.1
2025-08-07,30010.06
2025-08-07,29921.15
2025-08-07,30082.59
2025-08-07,29886.06
2025-08-07,29899.64
2025-08-07,29929.48
2025-08-07,29918.95
2025-08-07,29919.62
2025-08-07,29930.52
2025-08-07,29916.1
2025-08-07,29896.77
2025-08-07,29915.96
2025-08-07,29907.12
2025-08-07,29905.09
2025-08-07,29888.78
2025-08-07,29938.55
2025-08-07,29905.63
2025-08-07,29914.81
2025-08-07,29930.94
2025-08-07,29895.85
2025-08-07,29909.34
2025-08-07,29896.62
2025-08-07,29909.04
2025-08-07,29908.19
2025-08-07,29900.9
2025-08-07,29890.56
2025-08-07,29900.41
2025-08-07,29916.88
2025-08-07,29919.09
2025-08-07,29941.32
2025-08-07,29904.17
2025-08-07,30130.47
2025-08-07,30029.2
2025-08-07,30150.47
2025-08-07,30199.81
2025-08-07,30187.15
2025-08-07,30186.49
2025-08-07,30177.89
2025-08-07,30161.79
2025-08-07,30139.38
2025-08-07,30121.44
2025-08-07,30095.05
2025-08-07,30111.72
2025-08-07,30128.51
2025-08-07,30139.1
2025-08-07,30139.88
2025-08-07,30151.27
2025-08-07,30128.98
2025-08-07,30111.73
2025-08-07,30120.79
2025-08-07,30116.64
2025-08-07,30110.22
2025-08-07,30087.87
2025-08-07,30082.06
2025-08-07,30078.77
2025-08-07,30076.02
2025-08-07,30070.74
2025-08-07,30070.98
2025-08-07,30090.44
2025-08-07,30109.52
2025-08-07,30097.41
2025-08-07,30109.19
2025-08-07,30122.79
2025-08-07,30194.56
2025-08-07,30211.02
2025-08-07,30094.24
2025-08-07,30157.29
2025-08-07,30157.79
2025-08-07,30167.58
2025-08-07,30174.69
2025-08-07,30173.06
2025-08-07,30187.52
2025-08-07,30216.17
2025-08-07,30217.17
2025-08-07,30214.93
2025-08-07,30208.61
2025-08-07,30220.67
2025-08-07,30239.53
2025-08-07,30244.94
2025-08-07,30234.55
2025-08-07,30208.55
2025-08-07,30211.87
2025-08-07,30213.97
2025-08-07,30207.62
2025-08-07,30219.1
2025-08-07,30211.54
2025-08-07,30220.03
2025-08-07,30225.77
2025-08-07,30222.2
2025-08-07,30228.01
2025-08-07,30227.54
2025-08-07,30224.47
2025-08-07,30231.22
2025-08-07,30215.15
2025-08-07,30231.22
2025-08-07,30223.74
2025-08-08,30025.6
2025-08-08,30024.71
2025-08-08,30028.8
2025-08-08,30028.22
2025-08-08,30016.66
2025-08-08,30010.77
2025-08-08,30019.16
2025-08-08,30024.58
2025-08-08,30029.54
2025-08-08,30017.32
2025-08-08,30011.96
2025-08-08,30022.58
2025-08-08,30023.28
2025-08-08,30044.01
2025-08-08,30031.43
2025-08-08,30030.97
2025-08-08,30029.35
2025-08-08,30034.62
2025-08-08,30034.38
2025-08-08,30038.32
2025-08-08,30041.64
2025-08-08,30040.33
2025-08-08,30040.91
2025-08-08,30047.43
2025-08-08,30044.41
2025-08-08,30050.08
2025-08-08,30058.69
2025-08-08,29999.08
2025-08-08,30028.14
2025-08-08,29993.97
2025-08-08,30046.28
2025-08-08,30002.64
2025-08-08,30087.19
2025-08-08,30083.4
2025-08-08,30082.29
2025-08-08,30074.45
2025-08-08,30072.65
2025-08-08,30061.09
2025-08-08,30060.97
2025-08-08,30059.65
2025-08-08,30057.72
2025-08-08,30063.9
2025-08-08,30055.45
2025-08-08,30059.87
2025-08-08,30054.02
2025-08-08,29993.32
2025-08-08,30050.56
2025-08-08,30041.33
2025-08-08,30045.98
2025-08-08,30050.52
2025-08-08,30040.86
2025-08-08,30039.84
2025-08-08,30037.81
2025-08-08,30041.17
2025-08-08,30033.46
2025-08-08,30019.4
2025-08-08,30022.56
2025-08-08,30025.79
2025-08-08,30021.69
2025-08-08,30011.49
2025-08-08,30057.17
2025-08-08,30043.28
2025-08-08,30076.92
2025-08-08,30046.02
2025-08-08,30124.83
2025-08-08,30121.22
2025-08-08,30117.88
2025-08-08,30130.97
2025-08-08,30123.72
2025-08-08,30122.32
2025-08-08,30132.79
2025-08-08,30121.37
2025-08-08,30134.61
2025-08-08,30140.4
2025-08-08,30138.27
2025-08-08,30142.92
2025-08-08,30141.04
2025-08-08,30131.07
2025-08-08,30165.21
2025-08-08,30178.39
2025-08-08,30168.5
2025-08-08,30162.51
2025-08-08,30169.5
2025-08-08,30165.79
2025-08-08,30170.03
2025-08-08,30164.92
2025-08-08,30163.73
2025-08-08,30163.73
2025-08-08,30163.73
2025-08-08,30163.73
2025-08-08,30163.73
2025-08-08,30162.7
2025-08-08,30169.7
2025-08-08,30126.08
2025-08-08,30129.38
2025-08-08,30124.36
2025-08-08,30042.83
2025-08-08,30079.5
2025-08-08,30056.27
2025-08-08,30064.11
2025-08-08,30060.28
2025-08-08,30062.39
2025-08-08,30055.6
2025-08-08,30068.11
2025-08-08,30048.18
2025-08-08,30037.77
2025-08-08,30044.43
2025-08-08,30057.69
2025-08-08,30046.67
2025-08-08,30058.63
2025-08-08,30060.16
2025-08-08,30070.69
2025-08-08,30080.0
2025-08-08,30091.28
2025-08-08,30093.78
2025-08-08,30170.55
2025-08-08,30128.62
2025-08-08,30113.06
2025-08-08,30104.85
2025-08-08,30077.34
2025-08-08,30096.49
2025-08-08,30111.57
2025-08-08,30105.19
2025-08-08,30112.03
2025-08-08,30133.55
2025-08-08,30047.96
2025-08-08,30081.56
2025-08-08,30033.97
2025-08-08,30099.96
2025-08-08,30196.54
2025-08-08,30197.84
2025-08-08,30208.59
2025-08-08,30199.52
2025-08-08,30188.68
2025-08-08,30189.72
2025-08-08,30179.96
2025-08-08,30163.71
2025-08-08,30149.45
2025-08-08,30163.36
2025-08-08,30164.19
2025-08-08,30149.83
2025-08-08,30151.02
2025-08-08,30192.46
2025-08-08,30153.32
2025-08-08,30154.75
